Source_Type	Probe_ID	smiles	Sample_IDs	PubChem_CID	URL for CID resolution (if needed)	
Query	ML160	CC1=CC=C(C=C1)N2C(=C(C(=C(C2=O)C#N)C3=CC=CC=C3)C#N)N	MLS000537602-01|NCGC00386879-01	824820		
Query	ML161	CCCC(=O)NC1=CC=CC(=C1)NC(=O)C2=CC=CC=C2Br	MLS000571703-01|NCGC00371123-01|NCGC00371123-02|NCGC00371123-03|NCGC00371123-04|NCGC00371123-05|NCGC00371123-06|NCGC00371123-07|NCGC00371123-08|NCGC00371123-09|NCGC00371123-10|NCGC00371123-11	1048267		
Query	ML162	COC1=C(C=C(C=C1)N(C(C2=CC=CS2)C(=O)NCCC3=CC=CC=C3)C(=O)CCl)Cl	MLS000583955-01|NCGC00386877-01|NCGC00386877-02|NCGC00386877-03	3689413		
Query	ML163	C1=CC=C2C(=C1)C=CC=C2NC3=NN=C(S3)C4=CC=NC=C4	MLS000555302-01|NCGC00386884-01|NCGC00386884-02|NCGC00386884-03	1090779		
Query	ML164	CC1=C(C=C(C=C1)NC(=O)CCC(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])C	MLS001004886-01|NCGC00386878-01	6875690		
Query	ML165	NCC(=O)NC1=CC(=CC=C1)C2=NN3C(S2)=NC(=CC3=O)N4CCNCC4	NCGC00183896-01|NCGC00183896-02|NCGC00183896-03|NCGC00183896-04|NCGC00183896-05|NCGC00183896-06|NCGC00183896-07|NCGC00183896-08|NCGC00183896-09	44820665		
Query	ML167	CC1=CC=C(CNC2=C3C=C(C=CC3=NC=N2)C4=CC=C(CO)O4)O1	MLS002729079-01|NCGC00188654-01|NCGC00188654-02|NCGC00188654-03|NCGC00188654-04|NCGC00188654-05|NCGC00188654-06|NCGC00188654-07|NCGC00188654-08|NCGC00188654-09	44968231		
Query	ML168	CN1N=NN=C1SC2=NC=NC3=C2C(=CS3)C4=CC=CC=C4	MLS000089318-01|NCGC00037991-01|NCGC00037991-02|NCGC00037991-03|NCGC00037991-04|NCGC00037991-05	2432214		
Query	ML169	CC1=CC(NC(=O)CS(=O)(=O)C2=CN(CC3=C(F)C=CC(Br)=C3)C4=C2C=CC=C4)=NO1	NCGC00487240-01	44475955		
Query	ML170	CC1=CC=C(NS(=O)(=O)C2=CC=C3NC(=O)CCC3=C2)C=C1C	MLS000673795-01|MLS002729005-01|NCGC00185939-01	4547230		
Query	ML171	CC(=O)C1=CC=C2SC3=CC=CC=C3NC2=C1	MLS000047624-01|NCGC00051573-01|NCGC00051573-02|NCGC00051573-03|NCGC00051573-04	81131		
Query	ML174	COC(=O)N1N(C(=O)OC)[C@@](C2CCCC2)(C1=O)C3=CC=CC=C3	MLS001250337-01|MLS001250347-01|NCGC00386881-01|NCGC00487223-01	24856225		
Query	ML175	[O-][N+](=O)C1=CC=C(C=C1)N(CCCNC(=O)C(F)(F)F)C(=O)CCl	MLS000768222-01|NCGC00386844-01	4257368		
Query	ML176	OC(C1=CC=C(NS(=O)(=O)C2=CC=CS2)C=C1)(C(F)(F)F)C(F)(F)F	MLS003126319-01|NCGC00378899-01|NCGC00378899-02|NCGC00378899-03|NCGC00378899-04	2360837		
Query	ML177	[O-][N+](=O)C1=CC=CC2=C1N=C(CNC3=NC(=NC4=C3N=CN4C5=CSC=C5)N6CCOCC6)N2	MLS003128609-01|NCGC00386926-01	45100431		
Query	ML178	ClC1=CC=C(OCCOC2=C(Br)N=C(Br)C=C2)C(Cl)=C1	MLS003115019-01|NCGC00370737-01|NCGC00370737-02|NCGC00370737-03|NCGC00370737-04|NCGC00370737-05	44620892		
Query	ML179	FC(F)(F)C1=CC(=CC=C1)N2CCN(CC2)C3=CC(=O)N(C4CCCCC4)C(=O)N3	MLS003153122-01|NCGC00370713-01|NCGC00370713-02|NCGC00370713-03|NCGC00370713-04|NCGC00370713-05|NCGC00370713-06	45100448		
Query	ML180	ClC1=CC(=CC=C1)N2CCN(CC2)C3=CC(=O)N(C4CCCCC4)C(=O)N3	MLS000094380-01|NCGC00050626-01|NCGC00050626-02|NCGC00050626-03|NCGC00050626-04|NCGC00050626-05|NCGC00050626-06	3238389		
Query	ML181	COC1=CC=C(OC2=C(Cl)C=NN(C2=O)C3=CC(C)=CC(C)=C3)C=C1	MLS003170612-01|NCGC00386912-01	46172919		
Query	ML182	ClC1=CC(NC(=O)C2=CC=CC=N2)=CC=C1N3C(=O)C4[C@@H]5C[C@@H](C=C5)[C@H]4C3=O	MLS003171619-01|NCGC00386910-01	46869947		
Query	ML183	OC=O.CN[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)NC1=C2C=CC=CC2=CC=C1	MLS002477156-01|NCGC00386819-01	44176341		
Query	ML184	CN(C)S(=O)(=O)C1=CC=C(N2CCCC2)C(=C1)C(=O)N3CCN(CC3)C4=CC=CC(C)=C4C	MLS001002737-01|NCGC00370722-01|NCGC00370722-02|NCGC00370722-03|NCGC00370722-04	2440433		
Query	ML185	COC1=CC=C(C=C1)C2=CSC(NC(=O)CSC3=NN=C4N3C5=C(C=CC=C5)C=C4C)=N2	NCGC00386823-01	1374043		
Query	ML186	COC1=CC=C(C=C1NC(=O)C2=CC3=C(CCCC3)S2)S(=O)(=O)N4CCOCC4	MLS000394288-01	15945391		
Query	ML187	CC1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC3=CC=CC4=CC=CC=C43)OC1CN(C)S(=O)(=O)C5=CC6=C(C=C5)OCCO6)C(C)CO	MLS003179193-01|NCGC00386921-01	46907798		
Query	ML188	CC(C)(C)NC(=O)[C@H](N(C(=O)C1=CC=CO1)C2=CC=C(C=C2)C(C)(C)C)C3=CN=CC=C3	MLS003172139-01|MLS003172140-01|NCGC00386917-01	46897844		
Query	ML189	C1CN(CCN1C2=C3C=CC(=CC3=NC=C2)Cl)C(=O)C4=CC=C(C=C4)Cl	MLS000676065-01|NCGC00386822-01	1251584		
Query	ML190	COC1=CC=C(C=C1)N2CCN(CCCNC(=O)CN3C(=O)C4=CC=CN4C5=C3N=CC=C5C)CC2	MLS003179295-01|NCGC00379218-01|NCGC00379218-02|NCGC00379218-03|NCGC00379218-04	44665680		
Query	ML191	CC1=CC=C(C=C1)C2(CC2)C(=O)N3CCC(CC3)N4N=C(OC4=O)C5=CC=CC=C5	MLS001116074-01|NCGC00386924-01|NCGC00386924-02|NCGC00386924-03|NCGC00386924-04	23612552		
Query	ML192	CC1=NC2=C(C3=C(CCCC3)S2)C(=N1)N4CCN(CC4)C(=O)C5=CC=CO5	MLS000526305-01|NCGC00386920-01|NCGC00386920-02|NCGC00386920-03	1434953		
Query	ML193	CC1=NOC(NS(=O)(=O)C2=CC=C(NC(=O)C3=CC(=NC4=C(C)C=C(C)C=C34)C5=CC=CC=N5)C=C2)=C1C	MLS000862518-01|NCGC00370745-01|NCGC00370745-02|NCGC00370745-03|NCGC00370745-04|NCGC00370745-05	1261822		
Query	ML194	COC(=O)C1=C(\C=N\NC(=S)NC(C)(C)C)N(N=C1)C2=CC=C(F)C=C2F	MLS000834953-01|NCGC00386872-01|NCGC00386872-02|NCGC00386872-03|NCGC00386872-04|NCGC00386872-05|NCGC00386872-06		https://pubchem.ncbi.nlm.nih.gov/substance/ML194#section=Top	https://pubchem.ncbi.nlm.nih.gov/substance/ML194#section=Top
Query	ML198	CC1=CC(=NC2=C(C=NN12)C(=O)NC3=CC=C(C=C3)C#C)C	NCGC00188758-01|NCGC00188758-02|NCGC00188758-03|NCGC00188758-04|NCGC00188758-05	46907762		
Query	ML199	CC(=O)NC1=C(C2=C(S1)CNC2)C3=NC4=CC=CC=C4S3	MLS003178551-01|NCGC00185090-01|NCGC00185090-02|NCGC00185090-03|NCGC00185090-04|NCGC00185090-05|NCGC00185090-06|NCGC00185090-07|NCGC00185090-08	46925884		
Query	ML200	CSC1=CC=C(C=C1)C2=CN=C(S2)N3CCC(CC3)C(N)=O	MLS003179283-01|NCGC00187898-01|NCGC00187898-02|NCGC00187898-03	46907676		
Query	ML201	CC(=O)C1=CC=C(C=C1)N2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)NC(=O)C4	MLS001030468 -02|MLS001030468-01|NCGC00187771-01|NCGC00187771-02|NCGC00187771-03|NCGC00187771-04	20969430		
Query	ML202	COC1=CC(CN2N=CC3=C(N(C)C4=C3SC(=C4)S(C)=O)C2=O)=CC=C1	MLS003178535-01|NCGC00186527-01|NCGC00186527-02|NCGC00186527-03|NCGC00186527-04|NCGC00186527-05|NCGC00188894-01|NCGC00188895-01|NCGC00386918-01|NCGC00386918-02	44246498		
Query	ML203	NC1=CC(=CC=C1)S(=O)(=O)N2CCCN(CC2)S(=O)(=O)C3=CC=C4OCCOC4=C3	MLS003178529-01|NCGC00185916-01|NCGC00185916-02|NCGC00185916-03|NCGC00185916-04|NCGC00185916-05|NCGC00185916-06|NCGC00185916-07	44543605		
Query	ML204	CC1=C2C=CC=CC2=NC(=C1)N3CCCCC3	MLS001007138-01|MLS003227299-01|NCGC00379188-01|NCGC00379188-02|NCGC00379188-03|NCGC00379188-04	230710		
Query	ML205	CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CC(Cl)=C(Br)C=C2C(O)=O	MLS003337117-01|NCGC00386831-01	46931017		
Query	ML206	C1CC(C2=C(C1)N(N=C2)C3=C(C=C(C=C3)F)F)NC(=O)C4=CC=CC=N4	MLS000733716-01|MLS003221389-01|MLS003221391-01|NCGC00189332-01|NCGC00189332-02|NCGC00189555-01|NCGC00189556-01|NCGC00189556-02|NCGC00386914-01	16192366		
Query	ML209	CC1CC(CN(C1)C(=O)CC(C2=CC3=C(C=C2)OCO3)C4=C(C=C(C=C4OC)OC)O)C	MLS003221401-01|NCGC00189175-01|NCGC00189175-02|NCGC00189175-03|NCGC00238427-01|NCGC00238427-02|NCGC00238427-03|NCGC00238428-01|NCGC00238428-02|NCGC00238428-03|NCGC00250080-01|NCGC00250136-01|NCGC00386916-01	53385590		
Query	ML210	CC1=C(C(=NO1)C(=O)N2CCN(CC2)C(C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl)[N+](=O)[O-]	MLS003265661-01|NCGC00386679-01|NCGC00386679-02|NCGC00386679-03	49766530		
Query	ML211	CC(C)(C)C1CCN(CC1)C(=O)N2N=CC(=N2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O	NCGC00370714-01|NCGC00370714-02|NCGC00370714-03	56593118		
Query	ML212	COC1=CC=CC(=C1)C2=NN(C3=CC=CC=C32)CC(=O)OC	MLS003271341-01|NCGC00386859-01	49835877		
Query	ML213	CC1=CC(C)=C(NC(=O)C2CC3CCC2C3)C(C)=C1	MLS001211210-01|NCGC00379147-01|NCGC00379147-02|NCGC00379147-03|NCGC00379147-04|NCGC00379147-05|NCGC00379147-06	3111211		
Query	ML214	CN1C(=O)C(=C(Cl)C2=C1C=CC=C2)[N+]([O-])=O	MLS000687758-01	701939		
Query	ML215	COC1=CC=C(C2=NN(C=C2\C=C3\SC(=S)N(CCC(O)=O)C3=O)C4=CC=CC=C4)C(C)=C1	MLS001163538-01|NCGC00386892-01		https://pubchem.ncbi.nlm.nih.gov/substance/ML215#section=Top	https://pubchem.ncbi.nlm.nih.gov/substance/ML215#section=Top
Query	ML216	C1=CC(=C(C=C1NC(=O)NC2=NN=C(S2)C3=CC=NC=C3)C(F)(F)F)F	MLS003370591-01|NCGC00189393-01|NCGC00189393-02|NCGC00189393-03|NCGC00189393-04|NCGC00189393-05|NCGC00189393-06|NCGC00189393-07|NCGC00189393-08|NCGC00189393-09|NCGC00189393-10	49852229		
Query	ML217	CC1=CC=C(C=C1)OCCN2C3=CC=CC=C3N=C2CCNC(=O)C4CCCCC4	MLS003370597-01|NCGC00114713-01|NCGC00114713-02|NCGC00114713-03|NCGC00114713-04|NCGC00114713-05|NCGC00114713-06|NCGC00114713-07|NCGC00114713-08	3159995		
Query	ML218	CC(C)(C)CCN1C[C@H]2C(CNC(=O)C3=CC(Cl)=CC(Cl)=C3)[C@H]2C1	MLS003431854-01|NCGC00379143-01|NCGC00379143-02|NCGC00386915-01	45115620		
Query	ML219	CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC(=C4)C)C=CS3)OCC	MLS003221395-01|NCGC00241426-01|NCGC00241426-02|NCGC00241426-03	46947845		
Query	ML220	CCOC(=O)C1CCN(CC1)C(=O)C(C)(C)NC(=O)NC2=CC=CC=C2Cl	MLS003390985-01|NCGC00241450-01	46947860		
Query	ML221	[O-][N+](=O)C1=CC=C(C=C1)C(=O)OC2=COC(CSC3=NC=CC=N3)=CC2=O	MLS003389520-01|NCGC00370734-01|NCGC00370734-02|NCGC00370734-03|NCGC00370734-04|NCGC00370734-05|NCGC00370734-06	7217941		
Query	ML223	CNC1=NC2=C(C=C(C=C2)Cl)C(=NC1)C3=CC=CN3	MLS003370633-01|NCGC00188362-01|NCGC00188362-02|NCGC00188362-03|NCGC00188362-04	60859		
Query	ML224	CC1=CC(=CC(=C1OCC2=C(C=CC(=C2)C3NC4=CC=CC=C4C(=O)N3CC5=CC=CO5)OC)C)NC(=O)C	MLS003370609-01|NCGC00242364-01|NCGC00242364-02|NCGC00242364-03|NCGC00242364-04|NCGC00242364-05|NCGC00242364-06	50897809		
Query	ML228	C(NC1=C(N=NC(=N1)C2=CC=CC=N2)C3=CC=CC=C3)C4=CC=C(C=C4)C5=CC=CC=C5	MLS003431857-01|NCGC00379161-01|NCGC00379161-02|NCGC00379161-03|NCGC00379161-04	46742353		
Query	ML229	C1CCN(C1)C(=O)CN2C3=CC=CC=C3C4=C2C(=O)N5CCSC5=N4	MLS001159124-01|NCGC00386896-01	7694069		
Query	ML230	C1CN(CCN1C2=CC(=NC3=CC(=NN32)C4=CC=CC=C4)C5=CC=CO5)C(=O)C6=COC=C6	MLS003116117-01|NCGC00370715-01|NCGC00370715-02|NCGC00370715-03|NCGC00370715-04|NCGC00370715-05	44640177		
Query	ML231	CNC1=NC(=C(C(=N1)NC2=CC(=CC=C2)Cl)[N+](=O)[O-])N	MLS000769813-01|NCGC00386820-01	3392161		
Query	ML232	CC1=CC(=C(C=C1)C)NC(=O)C2CCCN2S(=O)(=O)C3=CC=CC4=C3N=CC=C4	MLS003659049-01|MLS004492407-01|NCGC00386890-01	49842897		
Query	ML233	CC1=CC(=O)C(=C\C1=N\OS(=O)(=O)C2=CC=CC=C2)C3CCCCC3	MLS003429729-01|NCGC00370736-01|NCGC00370736-02|NCGC00370736-03|NCGC00370736-04|NCGC00370736-05	46905036		
Query	ML236	CNC(=O)CCC1=NC(=NO1)C2=CC=C(C=C2)C(C)(C)C	MLS000083181-01|NCGC00070194-01|NCGC00070194-02	665654		
Query	ML237	CCOC1=CC=C(C=C1)C2=NC(CSCC(=O)NC3CC3)=C(C)O2	MLS001030720-01|NCGC00386824-01		https://pubchem.ncbi.nlm.nih.gov/substance/ML237#section=Top	https://pubchem.ncbi.nlm.nih.gov/substance/ML237#section=Top
Query	ML239	ClC1=CC(Cl)=C(OCC(=O)NN\C=C2\C=CC=N2)C(Cl)=C1	MLS003442353-01|NCGC00386900-01|NCGC00386900-02|NCGC00386900-03|NCGC00386900-04|NCGC00386900-05|NCGC00390435-01	49843203		
Query	ML240	COC1=CC=CC2=C1N=C(N=C2NCC3=CC=CC=C3)N4C5=CC=CC=C5N=C4N	MLS003568129-01|NCGC00347064-01|NCGC00347064-02|NCGC00347064-03|NCGC00347064-04|NCGC00347064-05|NCGC00347064-06	49830258		
Query	ML241	C1CCC2=C(C1)C(=NC(=N2)N3CCOC4=CC=CC=C43)NCC5=CC=CC=C5	NCGC00347065-01|NCGC00347065-02|NCGC00347065-03	49830260		
Query	ML243	CCC1=CC=C(\C=C\C(=O)NC2=NCCS2)C=C1	MLS003587254-01|NCGC00370720-01|NCGC00370720-02|NCGC00370720-03|NCGC00370720-04|NCGC00370720-05|NCGC00370720-06	50910523		
Query	ML244	CC1=C(N(C2=C1C=C(C=C2)C(=O)NC(C)C3=CC=C(C=C3)[N+](=O)[O-])CC4=CC=C(C=C4)C5=CC=CC=C5C(=O)O)C.[Na+]	MLS003672599-01|NCGC00347955-01|NCGC00347955-02|NCGC00347955-03|NCGC00347955-04|NCGC00347955-05|NCGC00347955-06|NCGC00347955-07|NCGC00347955-08	53239856		
Query	ML245	CC1=CSC(NC(=O)C2=CC=C(COC3=CC=CC(Cl)=C3)O2)=N1	MLS003672589-01|NCGC00386893-01	50904134		
Query	ML246	C1CC(CCC1N2C=NC3=C(C2=N)C(=C(N3CC4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6)O	MLS003678589-01|NCGC00247785-01|NCGC00247785-02|NCGC00247785-04|NCGC00247785-05|NCGC00247785-06|NCGC00247785-09|NCGC00247785-10|NCGC00247785-11|NCGC00247785-12|NCGC00247785-13|NCGC00247785-14|NCGC00247785-15	50985821		
Query	ML247	CCCN1CC2=C(NC1)N(C(=S)NC2=O)CC3=CC(=C(C=C3)OC)OC	NCGC00183885-01|NCGC00183885-02	44246403		
Query	ML248	COCC\N=C1\S\C(=C/C2=C(C)N(C(C)=C2)C3=CC=C(F)C=C3F)C(=O)N1C	MLS003429129-01|NCGC00386860-01|NCGC00386860-02|NCGC00386860-03|NCGC00386860-04|NCGC00386860-05	49835928		
Query	ML249	O=C(N(C1CCCCC1)C2CCCCC2)C3=NOC(=C3)C4CC4	MLS003675929-01|NCGC00370741-01|NCGC00370741-02|NCGC00370741-03|NCGC00370741-04|NCGC00370741-05|NCGC00370741-06|NCGC00370741-07	17253208		
Query	ML250	COC1=CC=C(OC2=C(Cl)C=NN(C3C4=CC=CC=C4C5=CC=CC=C35)C2=O)C=C1	MLS003675924-01|NCGC00379237-01|NCGC00379237-02|NCGC00379237-03	50904505		
Query	ML251	C1=CC(=CC=C1NC(=O)CC2=CC(=C(C=C2)Cl)Cl)S(=O)(=O)NC3=NOC=C3	MLS003678599-01|NCGC00244858-01|NCGC00244858-02|NCGC00244858-03|NCGC00244858-04	53255421		
Query	ML252	OC(=O)C(F)(F)F.CC[C@H](C(=O)NC1=CC=CC=C1N2CCCC2)C3=CC=CC=C3	MLS001143087-01|MLS003871689-01|NCGC00386929-01|NCGC00386929-02|NCGC00386929-03	53393831		
Query	ML253	CC1=NC2=C(C(N)=C(S2)C(=O)NCC3=CC=NC=C3)C(C)=C1Cl	MLS003871701-01|NCGC00386930-01	53382523		
Query	ML254	CC1(COC1)NC(=O)C2=CC=C(C=N2)C#CC3=CC=CC(F)=C3	MLS003871695-01|NCGC00370719-01|NCGC00370719-02|NCGC00370719-03|NCGC00370719-04|NCGC00370719-05	53382545		
Query	ML256	CC1=CC(N2CCN(CC2)C(=O)OC3=CC=C(C=N3)C4=CC=CC=C4)=C5C=CC=CC5=N1	MLS003874819-01|NCGC00386928-01	53364507		
Query	ML257	CC[C@@]1(N(N(C(=O)OC(C)C)C1=O)C(=O)OC(C)C)C2=CC=C(C)C=C2	MLS003874829-01|MLS003874830-01|NCGC00386864-01	53384746		
Query	ML260	CC1=CC=C(C)C(NC(=O)CNS(=O)(=O)C2=CC3=C(NC(=O)O3)C=C2)=C1	MLS003873799-01|NCGC00386927-01	50919367		
Query	ML261	CCOC1=CC=C(CCNC(=O)C2=CC3=C(C=C(Cl)S3)N2C)C=C1OCC	MLS000520470-01|NCGC00386867-01|NCGC00386867-02|NCGC00386867-03|NCGC00386867-04	9550710		
Query	ML262	CCOC1=CC=C(CCNC(=O)C2=CC(=C(S2)N3CCOCC3)C4=CC=CC=C4)C=C1OCC	MLS000912877-01	20855303		
Query	ML264	CN(C1CCS(=O)(=O)CC1)C(=O)CNC(=O)C=CC2=CC(=CC=C2)Cl	NCGC00386882-01	51003603		
Query	ML265	CN1C2=C(SC(=C2)S(C)=O)C3=C1C(=O)N(CC4=CC=CC(N)=C4)N=C3	MLS003178540-01|NCGC00186528-01|NCGC00186528-02|NCGC00186528-03|NCGC00186528-04|NCGC00186528-05|NCGC00186528-06|NCGC00186528-07|NCGC00186528-08|NCGC00186528-09|NCGC00186528-10|NCGC00186528-11|NCGC00186528-12|NCGC00186528-13|NCGC00186528-14|NCGC00186528-15|NCGC00186528-16|NCGC00186528-17|NCGC00186528-18|NCGC00186528-19|NCGC00186528-20|NCGC00386730-01|NCGC00386730-02|NCGC00386730-03|NCGC00402343-01|NCGC00402343-02|NCGC00402343-03	44246499		
Query	ML266	CN(C1=CC=CC=C1)C(=O)CNC(=O)C2=CC=CC=C2OCC(=O)NC3=CC=C(C=C3)Br	MLS003874049-01|NCGC00241605-01|NCGC00241605-02|NCGC00241605-03	46943215		
Query	ML267	COC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=C(C=C(C=N3)C(F)(F)F)Cl	MLS003874059-01|NCGC00244182-01|NCGC00244182-02|NCGC00244182-03|NCGC00244182-04|NCGC00244182-05	53257126		
Query	ML268	CCOC1=CC=C(C2=CC=CC=C21)S(=O)(=O)N3CCCCCC3	MLS000123160-01|NCGC00386869-01	776924		
Query	ML269	CC1=CC=C(C=C1)S(=O)(=O)N2C=CC(=N2)C3=C(ON=C3C4=CC=C(C=C4)Cl)C	MLS003675345-01|NCGC00386821-01	53239838		
Query	ML270	Cl.C[C@@H](CN1CCC(CC1)N2C(=O)NC3=C2C=CC(Br)=C3)NC(=O)[C@@H]4C[C@H]4C5=CC=CC=C5	NCGC00386841-01|NCGC00386841-02|NCGC00386841-03|NCGC00386841-04	53361951		
Query	ML271	Cl.FC1=CC(=CC=C1)N2CNC(=O)C23CCN(CCNC(=O)C4=CC=C5C=CC=CC5=C4)CC3	MLS003509091-01|NCGC00370779-01|NCGC00370779-02	46939225		
Query	ML272	Cl.O=C(NCCN1CCC(CC1)N2C(=O)NC3=C2C=CC=C3)C4=CC=C5C=CC=CC5=C4	MLS003509077-01|NCGC00386898-01	53481919		
Query	ML273	OC(=O)C(F)(F)F.C[C@@H](NC(=O)C1=CC=C(C=N1)C#CC2=CC=CC(F)=C2)C(C)(C)O	MLS003871698-01|MLS003874879-01|NCGC00386861-01	53384864		
Query	ML275	CC(C)C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=O)N(C2=O)CC4=CC=C(C=C4)C(=O)NCCCOC	MLS003874873-01|NCGC00386907-01	53301904		
Query	ML276	CCN1CCC[C@@H]1CNC(=O)C2=CC=C3S\C(=C/C4=CC=CC=C4F)C(=O)NC3=C2	MLS001030644-01|NCGC00386839-01	53362052		
Query	ML277	OC(=O)C(F)(F)F.COC1=CC=C(C=C1)C2=CSC(NC(=O)[C@H]3CCCCN3S(=O)(=O)C4=CC=C(C)C=C4)=N2	NCGC00379200-01|NCGC00379200-02|NCGC00379200-03|NCGC00379200-04|NCGC00379200-05|NCGC00379200-06|NCGC00379200-07|NCGC00379200-08	53347902		
Query	ML278	COCC(=O)N1CCC2=CC(=CC=C12)C3=CSC(NC(=O)C4=CC(OC)=CC(OC)=C4)=N3	NCGC00386873-01	53377439		
Query	ML279	C[C@@H](N(C1CCCCC1)C(=O)CN2N=NC(=N2)C3=CC=C4OCOC4=C3)C(=O)NC5CCCC5	NCGC00386840-01	53393835		
Query	ML280	COC1=CC=CC=C1NC2=NC(=O)\C(S2)=C\C3=CC=C(O)C(OC)=C3	MLS001207806-01|NCGC00386874-01	5765514		
Query	ML281	CC(C)C1=CC(=C(C=C1)NC(=O)C2=CC=CS2)C3=NC4=CC=CC=C4NC3=O	NCGC00379225-01|NCGC00379225-02	53377448		
Query	ML282	CC1(CC2=C(CO1)SC(=C2C(=O)O)NC(=S)NC(=O)C3=CC=CC=C3)C	MLS000673908-01|NCGC00347068-01|NCGC00347068-02|NCGC00347068-03|NCGC00347068-04|NCGC00347068-05|NCGC00347068-06|NCGC00347068-07|NCGC00347068-08|NCGC00347068-09	1067700		
Query	ML283	CC1=C(C2=C(C=C1)N=C(S2)C3=CC4=C(C=C3)N=C(S4)C5=CC=C(C=C5)NC(=O)C6=CC(=CC=C6)Cl)S(=O)(=O)[O-].[NH4+]	NCGC00386846-01	50930730		
Query	ML285	C1CN(CCN1S(=O)(=O)C2=CC3=C(C=C2)OCCO3)S(=O)(=O)C4=C(C=CC=C4F)F	MLS003178531-01|NCGC00181061-01|NCGC00181061-02|NCGC00181061-03|NCGC00181061-04	25210493		
Query	ML287	CCNC(=O)CCC1=NC(=NO1)C2=CC=C(C=C2)C(C)(C)C	MLS000083313-01|MLS000083313-02|NCGC00071704-01|NCGC00071704-02	665747		
Query	ML289	COC1=CC=C(C=C1)C#CC2=CC=C(C=C2)C(=O)N3CCCC(C3)CO	NCGC00371007-01|NCGC00371007-02|NCGC00371007-03|NCGC00371007-04|NCGC00371007-05|NCGC00371007-06	56587994		
Query	ML290	CC(C)OC1=CC=CC=C1C(=O)NC2=CC=CC=C2C(=O)NC3=CC(=CC=C3)S(=O)(=O)C(F)(F)F	NCGC00250135-01|NCGC00250135-02|NCGC00250135-03|NCGC00250135-04|NCGC00250135-05|NCGC00250135-06|NCGC00250135-07|NCGC00250135-08|NCGC00250135-09|NCGC00250135-10|NCGC00250135-11|NCGC00250135-12	56593349		
Query	ML291	C1CN(CCC1Cl)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC=C(O3)[N+](=O)[O-]	NCGC00370690-01|NCGC00370690-02|NCGC00370690-03|NCGC00370690-04|NCGC00370690-05	52940465		
Query	ML292	C1=CC=NC(=C1)C(=O)NC2=CC(=CC=C2)Cl.Cl	NCGC00370987-01|NCGC00370987-02|NCGC00370987-03|NCGC00370987-04	56587900		
Query	ML293	CC1=C2C(=C(C=C1)OC)N=C(S2)NC(=O)C3=CC=NC=C3.C(=O)(C(F)(F)F)O	NCGC00386837-01	56592940		
Query	ML294	COC1=CC=CC=C1C2=CC=C(C=C2)C3=CN(N=N3)C(=O)N4CCCCC4CC5=CC=CC=C5	NCGC00386849-01	53364485		
Query	ML295	COC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CN(N=N3)C(=O)N4CCCCC4C5=CC=CC=C5	NCGC00386847-01|NCGC00386847-02	53364533		
Query	ML296	C1CCN(C(C1)CC2=CC=CC=C2)C(=O)N3C=C(N=N3)C4=CC=C(C=C4)C5=CC(=CC=C5)C(=O)O	NCGC00386845-01	53364510		
Query	ML297	CC1=NN(C(=C1)NC(=O)NC2=CC(=C(C=C2)F)F)C3=CC=CC=C3	NCGC00386853-01|NCGC00386853-02|NCGC00386853-03|NCGC00386853-04|NCGC00386853-05|NCGC00386853-06	56642816		
Query	ML298	C1CN(CCC12C(=O)NCN2C3=CC(=CC=C3)F)CCNC(=O)C4=CC(=C(C=C4)F)F	NCGC00379229-01|NCGC00379229-02|NCGC00379229-03|NCGC00379229-04	53393916		
Query	ML299	CC(CN1CCC2(CC1)C(=O)NCN2C3=CC(=CC=C3)F)NC(=O)C4=CC=C(C=C4)Br	NCGC00386857-01|NCGC00386857-02|NCGC00386857-03	56593054		
Query	ML300	C1CC1C(=O)NC2=CC=C(C=C2)N(CC3=CSC=C3)C(=O)CN4C5=CC=CC=C5N=N4.C(=O)(C(F)(F)F)O	NCGC00386858-01	69361347		
Query	ML301	CC(C)CC(C(=O)O)NC(=O)C1=CN(C(=N1)C2=C(C=CC=C2OC)OC)C3=C4C=CC(=CC4=NC=C3)Cl	NCGC00386838-01	49837912		
Query	ML302	CN1CCN(CC1)NC(=O)CN2C(=O)C(=CC3=C(C=CC(=C3Cl)Cl)Cl)SC2=S	NCGC00386842-01	53362017		
Query	ML303	CC1=C2C(=C3C=CC(=O)C(=C3)OC)C=CN=C2N(N1)C4=CC=C(C=C4)C(F)(F)F	NCGC00248767-01|NCGC00248767-02|NCGC00248767-03|NCGC00248767-04|NCGC00248767-05|NCGC00248767-06	91885431		
